tweet id,sentiment,target,annotator id,comment,dispute
10180530494,negative,obama,ecobert,sounds like this person is not in favor of Obama's hcr and wants money to spent elsewhere,
10182741033,negative,hcr,ecobert,"sarcasm, because Canada is not close by and referring that hcr is far away",but this is surely positive for health care REFORM
10184784682,negative,hcr,ecobert,an American went to another country to get health care,
10069681221,neutral,hcr,ecobert,,
10173623992,neutral,hcr,ecobert,"does not seem to possess negative or positive opinions toward hcr, Obama, or any political parties",
10173937319,neutral,dems,ecobert,"this sounds like it could be negative or it could be positive by the use of the word ""interesting."" ",
10176241552,positive,dems,ecobert,"this comment is in support of Roxanne Conlin, but is irrelevant because it does not mention hcr",
10138725585,neutral,other,ecobert,,
10171209737,neutral,stupak,ecobert,,
9936990232,irrelevant,other,emullenax,,
9547821864,negative,hcr,emullenax,,
9886782190,negative,other,emullenax,,
9887605693,negative,hcr,emullenax,"""Exposing the Truth"" makes it seem like they think its a scam, and therefore, negative",
9898323871,negative,other,emullenax,,
9887471130,neutral,hcr,emullenax,,
9888157871,neutral,hcr,emullenax,,
9891663108,neutral,other,emullenax,Could be negative?,
9903355958,neutral,other,emullenax,Could be considered pro-HCR by posting this,
9936460230,neutral,obama,emullenax,,
9936503107,neutral,hcr,emullenax,Feel like it could go either pro-HCR or not,
9893622885,positive,conservatives,emullenax,,
9906449654,positive,hcr,emullenax,,
9906670566,positive,hcr,emullenax,,
9932342621,positive,hcr,emullenax,,
9936137466,positive,hcr,emullenax,"Without the context of the conversation this quote was taken from, I'm not totally sure it's positive",
9936571901,positive,obama,emullenax,,
9937343281,positive,hcr,emullenax,,
9913064420,negative,other,emullenax,,
9931766953,negative,hcr,emullenax,Could be negative,
10533665920,irrelevant,other,ewilliams,"This tweet is obviously negative but I am unsure of who ""she"" refers to so I am unable to choose a target other than whoever ""she"" is",
10084363753,negative,hcr,ewilliams,,
10092436555,negative,hcr,ewilliams,This tweet implies the the hcr is weak.,The person who posted this tweet may feel as though the hcr is strong but could stand to be a little stronger
10190055121,negative,hcr,ewilliams,This tweet is sarcastic,
10195899801,negative,hcr,ewilliams,,
10231233371,negative,obama,ewilliams,sarcasm,
10286702429,negative,hcr,ewilliams,"This tweet is obviously sarcastic, making it a negative tweet towards the hcr",
10494461376,negative,obama,ewilliams,this tweet is targeting both obama and the hcr,
10497460793,negative,liberals,ewilliams,,
10502521624,negative,hcr,ewilliams,"although the tweet does not have individual words leading me to believe the tweet is neagtive the quotes on the word ""freedom"" can assumed to be sarcastic",
10532474856,negative,obama,ewilliams,,
10556641356,negative,hcr,ewilliams,,
10568695087,negative,hcr,ewilliams,,
10623633015,negative,hcr,ewilliams,,
10635018678,negative,dems,ewilliams,"""You democrats"" implies that the tweeter is not a demcrat  and is in disbelied at their decisions.",
10655014738,negative,hcr,ewilliams,,
10085358523,neutral,hcr,ewilliams,,
10224674729,neutral,hcr,ewilliams,,
10554791522,neutral,hcr,ewilliams,The tweet does not choose a side on the health care issue,
10656320634,neutral,hcr,ewilliams,,
10142131514,negative,hcr,ewilliams,I am unsure of whether this tweet is positive or negative beacuse it does not really take a stand it is for health car but is not necessarily a negative tweet,
9986902058,irrelevant ,other,faiza,,
9987976439,negative,gop,faiza,,
9989108061,negative,dems,faiza,,
9989149695,negative,dems,faiza,,
9989965691,negative,teaparty,faiza,,
9990963838,negative,obama,faiza,,
9991231073,negative,obama,faiza,,
9925391032,neutral,dems,faiza,,"this can be negative too because it is stats that passing the hcl, it will negatively effect democrats. "
9987260347,neutral,gop,faiza,,
9988549907,neutral,hcr,faiza,,
9990206427,neutral,dems,faiza,,
9990628829,neutral,gop,faiza,,
9991843654,neutral,gop,faiza,,
9993845299,neutral,hcr,faiza,,
9983607072,positive,hcr,faiza,,
9984415473,positive,hcr,faiza,,
9987599741,positive,hcr,faiza,,
9990139574,positive,gop,faiza,,
9993690475,positive,hcr,faiza,,
9993972221,positive,hcr,faiza,,
9970606750,positive,hcr,jbaldrid,,
9974851496,positive,hcr,jbaldrid,,
9978219534,neutral,hcr,jbaldrid,,
9981657290,negative,hcr,jbaldrid,,
9981841350,negative,hcr,jbaldrid,,
9981947893,irrelevant,other,jbaldrid,,
9982115684,negative,hcr,jbaldrid,,
9985338079,negative,gop,jbaldrid,,
9985531924,positive,dems,jbaldrid,,
9986128598,irrelevant,other,jbaldrid,,
9987906789,neutral,hcr,jbaldrid,,
9989763911,positive,hcr,jbaldrid,,
9992510255,positive,hcr,jbaldrid,,
9994666641,positive,hcr,jbaldrid,,
9995369091,positive,dems,jbaldrid,,
9996776247,positive,hcr,jbaldrid,,
9996877124,neutral,hcr,jbaldrid,,
9997529461,negative,dems,jbaldrid,,
9999895411,neutral,hcr,jbaldrid,,
10001001687,positive,hcr,jbaldrid,,
10004117364,irrelevant,other,jbaldrid,,
10006107521,positive,hcr,jbaldrid,,
10006256126,positive,hcr,jbaldrid,,
10025737426,positive,hcr,jbaldrid,,
10031135693,irrelevant,other,jbaldrid,,
10032284695,negative,gop,jbaldrid,A tricky one,
10033755742,negative,hcr,jbaldrid,,
10034197106,negative,gop,jbaldrid,,
10034923907,neutral,hcr,jbaldrid,,
10035717135,negative,hcr,jbaldrid,,
10036273848,neutral,hcr,jbaldrid,,
10037376757,negative,conservatives,jbaldrid,,
10037777088,neutral,hcr,jbaldrid,,
10038063172,negative,gop,jbaldrid,,
10038267003,negative,conservatives,jbaldrid,,
10038781266,negative,gop,jbaldrid,,
10040278199,negative,conservatives,jbaldrid,,
10040358353,negative,conservatives,jbaldrid,,
10040779594,neutral,hcr,jbaldrid,,
10042469182,positive,hcr,jbaldrid,,
10042939134,negative,hcr,jbaldrid,,
10043196699,negative,hcr,jbaldrid,,
10043457541,negative,obama,jbaldrid,,
10044688606,negative,hcr,jbaldrid,,
10046224080,irrelevant,other,jbaldrid,,
10046474514,negative,hcr,jbaldrid,,
10046984522,positive,hcr,jbaldrid,,
10049883540,positive,hcr,jbaldrid,,
10050692351,negative,conservatives,jbaldrid,,
10050824334,positive,hcr,jbaldrid,,
9833194457,irrelevant, other,jbaldridge,,
9486685191,negative,hcr,jbaldridge,#handsoff indicates neg sentiment,
9805596094,negative,gop,jbaldridge,,
9813968624,negative,obama,jbaldridge,,
9815547521,negative,obama,jbaldridge,,
9818412129,negative,gop,jbaldridge,,
9820647438,negative,gop,jbaldridge,,
9823954323,negative,obama,jbaldridge,,
9831595781,negative,dems,jbaldridge,,
9833546179,negative,dems,jbaldridge,,
9833856100,negative,hcr,jbaldridge,,
9834046356,negative,hcr,jbaldridge,,
9834253146,negative,hcr,jbaldridge,,
9834411980,negative,hcr,jbaldridge,,
9835113354,negative,conservatives,jbaldridge,,
9835395245,negative,gop,jbaldridge,,
9841813921,negative,gop,jbaldridge,,
9885614877,negative,gop,jbaldridge,,
10351814427,negative,hcr,jbaldridge,,
9813729985,neutral,hcr,jbaldridge,could be negative,
9826948085,neutral,hcr,jbaldridge,,
9829036400,neutral,hcr,jbaldridge,not clear what the tweeter's position is -- only clear that they think the cartoon is funny,
9833086040,neutral,hcr,jbaldridge,,
9833167904,neutral,hcr,jbaldridge,,
9833898202,neutral,hcr,jbaldridge,,
9796647602,positive,hcr,jbaldridge,sarcasm?,
9809649487,positive,hcr,jbaldridge,,
9827033400,positive,gop,jbaldridge,,
9827077675,positive,hcr,jbaldridge,,
9827168409,positive,hcr,jbaldridge,,
9828406039,positive,hcr,jbaldridge,,
9834000711,positive,hcr,jbaldridge,,
9834665787,positive,hcr,jbaldridge,,"This tweet may be negative because of the polarity flip after ""love my country"". "
7529945865,negative,other,jbaldridge,,
9936238333,negative,obama,jbaldridge,,
9954443319,negative,hcr,jbaldridge,,
9954465556,negative,hcr,jbaldridge,,
9873427840, negative, other,jschmitt,,
9877847297, negative, dems,jschmitt,,
9895564573, negative,obama,jschmitt,,
9897416377, negative,conservatives,jschmitt,,
9899774101, negative,conservatives,jschmitt,,
9904782611, negative,conservatives,jschmitt,,
9926914642, negative, hcr,jschmitt,,
9877433038, neutral, hcr,jschmitt,,
9877681540, neutral, other,jschmitt,this seems to be about global warming,
9904234690, neutral, hcr,jschmitt,,
9916908101, neutral, hcr,jschmitt,,
9923408264, neutral, hcr,jschmitt,,
9927981222, neutral, hcr,jschmitt,,
9833304862,neutral,hcr,jschmitt,,
9863556020,neutral,obama,jschmitt,,
9631777207,positive, hcr,jschmitt,,
9868581564,positive,conservatives,jschmitt,cutting premiums and deficit a +,
9921984622,positive, dems,jschmitt,,
9930715595,positive, liberals,jschmitt,,
9929358162,neutral, hcr,jschmitt,,
10033734669,irrelevant,other,kona,sentiment is negative towards Congress,
10082858979,irrelevant,other,kona,,
10132343284,irrelevant,other,kona,negative sentiment towards Bart Stupak,
10038941609,negative,obama,kona,an insulting joke about Obama,
10072352868,negative,hcr,kona,capital letters imply frustration with the lying,
10117602921,negative,hcr,kona,"could be negative towards Obama because uses phrase ""Obamacare"", which is an insult to Obama and hcr",
10126283568,negative,obama,kona,,
10127338783,negative,gop,kona,"capital letters in ""NEVER"" place extreme emphasis on negativity",
10189992357,negative,hcr,kona,sarcasm,
10197207175,negative,conservatives,kona,insulting joke,
10197781563,negative,hcr,kona,"possible that negative sentiment is towards Obama due to the use of ""ObamaCare""",
10201448919,negative,teaparty,kona,"uses the term ""teabaggers"" as a derogatory term for members of the tea party",
10218381254,neutral,dems,kona,,
10224548182,neutral,other,kona,,relevant to health care?
10224688786,neutral,hcr,kona,,
10225074199,neutral,dems,kona,,
10227894032,neutral,other,kona,,
10228018429,neutral,hcr,kona,,
10141460173,positive,hcr,kona,possible that positive sentiment is more directed toward progressives than hcr,
10227684943,positive,other,kona,positive sentiment towards Ann Kirkpatrick,
10589220972,negative,dems,lbher,,
10589524410,negative,hcr,lbher,,
10589730705,negative,dems,lbher,,
10591960794,negative,hcr,lbher,,
10592001832,negative,obama,lbher,,
10593340969,negative,dems,lbher,,
10594739890,negative,hcr,lbher,,
10597094121,negative,gop,lbher,,
10598323174,negative,hcr,lbher,,
10600356425,negative,hcr,lbher,,
10590444206,neutral,hcr,lbher,,
10600825861,neutral,hcr,lbher,,
10581329868,positive,hcr,lbher,,
10585904324,positive,obama,lbher,,
10588828885,positive,hcr,lbher,,
10589207614,positive,hcr,lbher,,
10590316033,positive,hcr,lbher,,
10594850893,positive,hcr,lbher,,
10599816666,positive,hcr,lbher,,
10599920804,positive,teaparty,lbher,,
9879679222,irrelevant,other,luxanderson,This seems unrelated to health care in America. But negative nonetheless. ,
9879934743,irrelevant,other,luxanderson,"This also seems unrelated and, in fact, is an index rather than a tweet/blog.",
9883711115,irrelevant,other,luxanderson,Unrelated yet interesting,
9699003841,negative,hcr,luxanderson,,
9837629055,negative,hcr,luxanderson,,
9854737989,negative,conservatives,luxanderson,"Though there are no distinguishing factors to make this negative, I don't see why it would be written about unless there was some sort of problem or disagreement with what is being reported.",
9879519045,negative,hcr,luxanderson,,
9880295476,negative,obama,luxanderson,,
9880632975,negative,obama,luxanderson,,
9881124457,negative,obama,luxanderson,,
9884704169,negative,obama,luxanderson,,
9633925018,neutral,hcr,luxanderson,,
9878604655,neutral,hcr,luxanderson,,
9881746229,neutral,hcr,luxanderson,,
9853269996,positive,obama,luxanderson,,
9855035486,positive,hcr,luxanderson,"I'm guessing ""Tea Party"" means active citizens.",
9862213409,positive,hcr,luxanderson,I feel like CNN reporters have an obligation to be mostly neutral and fact-adherers but this does have an air of negativity.,
9849882436,negative,conservatives,luxanderson,There is no link.,
9851232143,negative,gop,luxanderson,There is no link.,
10533054076, negative, other,maherz,,
10567078289, negative, hcr,maherz,,
10570935517, negative, dems,maherz,,
10573322417, negative, hcr,maherz,,
10573381732, negative, hcr,maherz,,
10574706478, negative, dems,maherz,,
10574881623, negative, hcr,maherz,,
10575142532, negative, hcr,maherz,,
10575297475, negative,obama,maherz,,
10575863588, negative, hcr,maherz,use of 'damn',
10576440220, negative,teaparty,maherz,,
10576510937, negative,obama,maherz,,
10574595426, neutral, hcr,maherz,,
10574795577, neutral, hcr,maherz,,
10575591605, neutral, hcr,maherz,,
10573372981,positive, hcr,maherz,,
10575399439,positive, hcr,maherz,,
10572919417,unsure, hcr,maherz,,
10574555525,negative,hcr,maherz,,
10576570188,negative,hcr,maherz,,
10129726329,irrelevant,other,mfarag,,
9936374665,negative,obama,mfarag,,
10185180770,negative,gop,mfarag,,
10256860708,negative,hcr,mfarag,,
10643870667,negative,obama,mfarag,,
10646226678,negative,obama,mfarag,,
10653060629,negative,hcr,mfarag,,
10219125798,neutral,hcr,mfarag,,
10253923784,neutral,hcr,mfarag,,
10271658195,neutral, hcr,mfarag,,
10292310641,neutral,hcr,mfarag,,
10645482622,neutral,hcr,mfarag,,
9954985705,positive,hcr,mfarag,,
10037317509,positive,hcr,mfarag,,this comment sounds negative. this sounds like a rhetorical question continued with sarcasm.
10224467379,positive,hcr,mfarag,,
10244205449,positive,hcr,mfarag,,
10271280360,positive, hcr,mfarag,,
10645460562,positive,hcr,mfarag,,
10665668473,positive,obama,mfarag,,
10665805699,positive,hcr,mfarag,,
10035910512, neutral, hcr,msharma,"just a fact, nothing towards or against it",
9977463631,negative,dems,msharma,wish to stop the bill and should call the number to do it,
9977478006,negative,dems,msharma,wish to stop the bill and should call the number to do it,
9977535707,negative,dems,msharma,wish to stop the bill and should call the number to do it,
9977656779,negative,dems,msharma,wish to stop the bill and should call the number to do it,
10008806140,negative,conservatives,msharma,wish to stop the bill and should call the number to do it,
10302114764,negative,other,msharma,does not have anything pro or con for health care,
10475704100,negative,hcr,msharma,quote about how health care could ruin usa,
10587812050,negative,dems,msharma,,
10651846643,negative,hcr,msharma,,
10655683449,negative,hcr,msharma,,
9853199585,positive,hcr,msharma,There is no link.,
10011050286,positive,obama,msharma,wants obama to tell people to pass the public opinion,
10122206723,positive,hcr,msharma,"reasons why health care is necessary, and cite a reputable source",
10301417226,positive,hcr,msharma,,
10446231408,positive,hcr,msharma,VERY POSITIVE WITH CAPITAL LETTERS,
10494916069,positive,hcr,msharma,need to start caring about everyone and have health care,
10551844258,positive,hcr,msharma,,
10580059605,positive,dems,msharma,,
10584513612,positive,hcr,msharma,,
10587860100,neutral,hcr,msharma,does not say if he is for obama persuading him or not,
9954511301,irrelevant,other,mteisberg,"related to hcr, but not really about any target specifically",
9962461947,irrelevant ,other ,mteisberg,,
9909212917,negative,obama,mteisberg,,
9938617429,negative,dems,mteisberg,"This looks like a negative comment towards the government in general, but taken in context it's probably aimed at dems",
9953155147,negative,hcr,mteisberg,,
9958181052,negative,obama,mteisberg,,
9976313454,negative,gop,mteisberg,,
9977518495,negative,dems,mteisberg,,
9983258813,negative,gop,mteisberg,probably sarcasm,
9994942415,negative,teaparty,mteisberg,,
9942882734,negative ,gop,mteisberg,,
9909946281,neutral,obama,mteisberg,,
9935920743,neutral,hcr,mteisberg,,
9936649534,neutral,dems,mteisberg,"Could be negative, but I think it's just reporting on a negative piece of news",
9945775788,neutral,hcr,mteisberg,,
9898207237,positive,hcr,mteisberg,,
9936316089,positive,obama,mteisberg,,
9957066258,positive,hcr,mteisberg,,
9909146000,positive,hcr,mteisberg,,
9932982701,positive,obama,mteisberg,"Could be a compliment, or sarcasm",
9935700693,irrelevant,other,mvaidya,,
9901976360,negative,other,mvaidya,"negative sentiments expressed towards the House, though positive towards hcr",
9935527157,negative,hcr,mvaidya,,
9935927799,negative,gop,mvaidya,sarcasm,
9936046758,negative,hcr,mvaidya,,"more neutral or positive, since the three things included are generally considered positive things about healthcare reform"
9936191407,negative,hcr,mvaidya,,
9936429018,negative,other,mvaidya,"negative sentiment not expressed towards obama, but rather the people he has to explain ""shit"" to.",
9938370253,negative,gop,mvaidya,,
9938927214,negative,gop,mvaidya,,
9949679630,negative,other,mvaidya,target is the media,
9886853444,neutral,dems,mvaidya,could be positive,
9935323734,neutral,hcr,mvaidya,,
9935430717,neutral,obama,mvaidya,,
9935845422,neutral,obama,mvaidya,,
9899736790,positive,hcr,mvaidya,"negative towards keith olberman, though.",
9933891787,positive,hcr,mvaidya,"use of simile suggests tweeter feels ""refreshed,"" which is positive",
9936343325,positive,hcr,mvaidya,,
9936533236,positive,obama,mvaidya,,
9935458720,neutral,obama,mvaidya,"seems neutral, but I feel that has a hidden sentiment",
9936199369,positive,hcr,mvaidya,"could be positive, but frustration is present",
9987035032, negative, liberals,nnaz,,
10009907382, negative, liberals,nnaz,,
10006183724, neutral,hcr,nnaz,could be negative,
10009540936, neutral,hcr,nnaz,,
10037191189, neutral, hcr,nnaz,,
9985629756,negative, liberals,nnaz,,
9996194413,negative,hcr,nnaz,,
9999850099,negative, dems,nnaz,,
10012028336,negative, other,nnaz,,
10029019463,negative,obama,nnaz,,
10042366994,negative, other,nnaz,,
9969657356,positive, hcr,nnaz,,
9975250118,positive,conservatives,nnaz,,
9992849922,positive,obama,nnaz,,
10002153867,positive,obama,nnaz,,
10028247666,positive, hcr,nnaz,,
10041992448,positive, other,nnaz,,
9983518840,neutral, other,nnaz,,
9984267349,negative,hcr,nnaz,,
10028191691,negative,hcr,nnaz,,
10339515466, negative, hcr,nweaver,,
10374545790, negative,obama,nweaver,,
10409842232, negative, hcr,nweaver,,
10410938349, negative, hcr,nweaver,,
10428294460, negative, dems,nweaver,,
10428630275, negative, hcr,nweaver,"target could also be Obama with the use of ""ObamaCare""",
10442299667, negative,conservatives,nweaver,,
10443243715, negative, dems,nweaver,,
10341465450, neutral, dems,nweaver,positive or negative depending on reader's view,
10348600414, neutral, hcr,nweaver,neutral tweet but tags are conservative,
10329850940,positive,hcr,nweaver,,
10334371722,positive,hcr,nweaver,"could possibly be neutral, or negative depending on the targeted audience, but seems positive ",
10335951096,positive,hcr,nweaver,,
